Select,CRN,Subj,CrseNum,Section,CMP,Credits,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructors,Date,Location,Attributes,Year,Semester
NR,81641,CSCI,262,OL,O,3.000,DATA STRUCTURES,AAA,00:00zm-00:00zm,30,14,16,0,0,0,0,0,0,Wendy Denise Fisher (P),10/19-12/14,ONLINE,UG_Req,2022,Fall
NR,80294,CSCI,274,A,C,1.000,INTRODUCTION TO THE LINUX OPERATING SYSTEM,W,02:00pm-02:50pm,60,50,10,0,0,0,0,0,0,"Justin M Bale (P), Ameliaann Blaisy Read",08/22-12/16,MZ 022,UG_Req,2022,Fall
C,80827,CSCI,274,B,C,1.000,INTRODUCTION TO THE LINUX OPERATING SYSTEM,W,03:00pm-03:50pm,65,65,0,0,0,0,0,0,0,"Justin M Bale (P), Ameliaann Blaisy Read",08/22-12/16,CK 130,UG_Req,2022,Fall
C,80921,CSCI,274,C,C,1.000,INTRODUCTION TO THE LINUX OPERATING SYSTEM,F,10:00am-10:50am,60,60,0,0,0,0,0,0,0,"Lucas Henke (P), Ameliaann Blaisy Read",08/22-12/16,MZ 022,UG_Req,2022,Fall
NR,80922,CSCI,303,A,C,3.000,INTRODUCTION TO DATA SCIENCE,TR,03:30pm-04:45pm,45,44,1,0,0,0,60,59,1,Wendy Denise Fisher (P),08/22-12/16,MZ 126,UG_Req,2022,Fall
NR,82348,CSCI,303,B,C,3.000,INTRODUCTION TO DATA SCIENCE,TR,03:30pm-04:45pm,45,23,22,0,0,0,60,37,23,"Morgan Dallas Cox (P), Wendy Denise Fisher",08/22-12/16,AH 340,UG_Req,2022,Fall
NR,81552,CSCI,303,OL,O,3.000,INTRODUCTION TO DATA SCIENCE,AAA,00:00zm-00:00zm,42,39,3,0,0,0,70,60,10,"Morgan Dallas Cox (P), Wendy Denise Fisher",08/22-10/17,ONLINE,UG_Req,2022,Fall
NR,81464,CSCI,306,A,C,3.000,SOFTWARE ENGINEERING,TR,03:30pm-04:45pm,50,7,43,0,0,0,0,0,0,"Caleb Loyal Bartel (P), Mark Lewis Baldwin",08/22-12/16,MZ 026,UG_Req,2022,Fall
NR,80109,CSCI,306,B,C,3.000,SOFTWARE ENGINEERING,TR,11:00am-12:15pm,60,53,7,0,0,0,0,0,0,Mark Lewis Baldwin (P),08/22-12/16,MZ 022,UG_Req,2022,Fall
NR,82154,CSCI,306,C,C,3.000,SOFTWARE ENGINEERING,TR,12:30pm-01:45pm,58,57,1,0,0,0,0,0,0,"Kathleen Marie Kelly (P), Mark Lewis Baldwin",08/22-12/16,MZ 022,UG_Req,2022,Fall
NR,80779,CSCI,306,D,C,3.000,SOFTWARE ENGINEERING,TR,02:00pm-03:15pm,50,47,3,0,0,0,0,0,0,Mark Lewis Baldwin (P),08/22-12/16,MZ 022,UG_Req,2022,Fall
NR,80923,CSCI,341,A,C,3.000,COMPUTER ORGANIZATION,MWF,11:00am-11:50am,65,61,4,0,0,0,0,0,0,"Daniel Hammer (P), John K Bennett",08/22-12/16,AH 340,UG_Req,2022,Fall
NR,80112,CSCI,341,B,C,3.000,COMPUTER ORGANIZATION,MWF,02:00pm-02:50pm,58,53,5,0,0,0,0,0,0,"Rion Gipson- Hansen (P), John K Bennett",08/22-12/16,MZ 335,UG_Req,2022,Fall
NR,81863,CSCI,341,C,C,3.000,COMPUTER ORGANIZATION,TR,08:00am-09:15am,60,33,27,0,0,0,0,0,0,John K Bennett (P),08/22-12/16,MZ 108,UG_Req,2022,Fall
NR,80664,CSCI,358,A,C,3.000,DISCRETE MATHEMATICS,TR,03:30pm-04:45pm,90,84,6,0,0,0,0,0,0,"Evan Marshall Lim (P), Terry Joe Bridgman",08/22-12/16,GC PET,UG_Req,2022,Fall
NR,81280,CSCI,358,B,C,3.000,DISCRETE MATHEMATICS,MWF,01:00pm-01:50pm,100,97,3,0,0,0,0,0,0,Terry Joe Bridgman (P),08/22-12/16,GC PET,UG_Req,2022,Fall
NR,81281,CSCI,370,A,C,4.500,ADVANCED SOFTWARE ENGINEERING,TR,09:30am-12:15pm,115,103,12,0,0,0,0,0,0,"Kathleen Marie Kelly (P), Donna Marie Bodeau , Christopher Robert Painter- Wakefield",08/22-12/16,GC PET,UG_Req,2022,Fall
NR,82156,CSCI,390,A,C,1.000,PROGRAMMING CHALLENGES II,R,03:30pm-04:20pm,40,12,28,0,0,0,0,0,0,"Wendy Denise Fisher (P), Lucas Henke, Jeffrey R Paone",08/22-12/16,AH 140,No_Special_Notes,2022,Fall
NR,81721,CSCI,395,A,C,1.000,INDUSTRY EXPLORATION II,W,03:00pm-06:00pm,15,6,9,0,0,0,0,0,0,Wendy Denise Fisher (P),08/22-12/16,MC 314,No_Special_Notes,2022,Fall
NR,82161,CSCI,398A A,C,1.000,SP TPS: BRIDGE SEMINAR COURSE,W,04:00,pm-04:50pm25,13,12,0,0,0,0,0,0,Wendy,Denise Fisher (P),08/22-12/16,MZ 326,No_Special_Notes,2022,Fall
C,80113,CSCI,400,A,C,3.000,PRINCIPLES OF PROGRAMMING LANGUAGES,TR,02:00pm-03:15pm,72,78,-6,0,0,0,0,0,0,Ameliaann Blaisy Read (P),08/22-12/16,BE 108,UG_Req,2022,Fall
C,81465,CSCI,400,B,C,3.000,PRINCIPLES OF PROGRAMMING LANGUAGES,TR,03:30pm-04:45pm,71,71,0,0,0,0,0,0,0,"Jonathan Sumner Van Evans (P), Ameliaann Blaisy Read",08/22-12/16,MZ 326,UG_Req,2022,Fall
NR,80725,CSCI,403,A,C,3.000,DATA BASE MANAGEMENT,MWF,09:00am-09:50am,72,69,3,0,0,0,0,0,0,Ameliaann Blaisy Read (P),08/22-12/16,MZ 326,UG_Req,2022,Fall
NR,81282,CSCI,403,B,C,3.000,DATA BASE MANAGEMENT,MWF,10:00am-10:50am,69,66,3,0,0,0,0,0,0,Ameliaann Blaisy Read (P),08/22-12/16,AH 330,UG_Req,2022,Fall
C,80221,CSCI,406,A,C,3.000,ALGORITHMS,MWF,12:00pm-12:50pm,170,174,-4,0,0,0,0,0,0,Dinesh Prakash Mehta (P),08/22-12/16,GC MET,UG_Req,2022,Fall
NR,80806,CSCI,423,A,C,3.000,COMPUTER SIMULATION,TR,12:30pm-01:45pm,47,41,6,0,0,0,0,0,0,Keith E Hellman (P),08/22-12/16,MZ 108,No_Special_Notes,2022,Fall
NR,81535,CSCI,436,A,C,3.000,HUMAN-ROBOT INTERACTION,MW,02:00pm-02:50pm,20,18,2,0,0,0,50,38,12,Thomas Emrys Williams (P),08/22-12/16,BB 125,No_Special_Notes,2022,Fall
NR,81837,CSCI,436,LA,C,0.000,HUMAN-ROBOT INTERACTION,F,01:00pm-02:59pm,10,9,1,0,0,0,25,20,5,Thomas Emrys Williams (P),08/22-12/16,BB 125/BB136,No_Special_Notes,2022,Fall
NR,81838,CSCI,436,LB,C,0.000,HUMAN-ROBOT INTERACTION,F,03:01pm-04:59pm,10,9,1,0,0,0,25,18,7,Thomas Emrys Williams (P),08/22-12/16,BB 136/BB125,No_Special_Notes,2022,Fall
NR,80937,CSCI,437,A,C,3.000,INTRODUCTION TO COMPUTER VISION,MWF,09:00am-09:50am,60,57,3,0,0,0,76,66,10,"Thomas Emrys Williams (P), Ruchen Wen",08/22-12/16,CK 130,UG_Req,2022,Fall
NR,80758,CSCI,441,A,C,3.000,COMPUTER GRAPHICS,MWF,01:00pm-01:50pm,60,46,14,0,0,0,0,0,0,Jeffrey R Paone (P),08/22-12/16,AH 340/MZ022,No_Special_Notes,2022,Fall
C,81466,CSCI,442,A,C,3.000,OPERATING SYSTEMS,TR,11:00am-12:15pm,73,77,-4,0,0,0,0,0,0,Dong Chen (P),08/22-12/16,MZ 326,UG_Req,2022,Fall
NR,80114,CSCI,442,B,C,3.000,OPERATING SYSTEMS,TR,12:30pm-01:45pm,73,72,1,0,0,0,0,0,0,Dong Chen (P),08/22-12/16,MZ 326,UG_Req,2022,Fall
C,81283,CSCI,445,A,O,3.000,WEB PROGRAMMING,AAA,00:00zm-00:00zm,40,40,0,0,0,0,0,0,0,Cynthia A Rader (P),08/22-12/16,ONLINE,No_Special_Notes,2022,Fall
NR,82345,CSCI,445,B,O,3.000,WEB PROGRAMMING,AAA,00:00zm-00:00zm,40,38,2,0,0,0,0,0,0,"Eric Lawrence Dattore (P), Cynthia A Rader",08/22-12/16,ONLINE,No_Special_Notes,2022,Fall
C,80924,CSCI,470,A,C,3.000,INTRODUCTION TO MACHINE LEARNING,TR,11:00am-12:15pm,56,56,0,0,0,0,72,72,0,"Tolga Can (P), Zibo Wang",08/22-12/16,CO 219,UG_Req,2022,Fall
NR,81232,CSCI,470,B,C,3.000,INTRODUCTION TO MACHINE LEARNING,TR,02:00pm-03:15pm,60,58,2,0,0,0,72,68,4,Zibo Wang (P),08/22-12/16,CO 219,UG_Req,2022,Fall
NR,82321,CSCI,470,C,C,3.000,INTRODUCTION TO MACHINE LEARNING,TR,12:30pm-01:45pm,50,25,25,0,0,0,60,32,28,"Zhennan Shi (P), Zibo Wang",08/22-12/16,MZ 126,UG_Req,2022,Fall
C,81651,CSCI,470,OL,O,3.000,INTRODUCTION TO MACHINE LEARNING,AAA,00:00zm-00:00zm,45,45,0,0,0,0,60,58,2,Zibo Wang (P),10/19-12/14,ONLINE,UG_Req,2022,Fall
NR,80726,CSCI,471,A,C,3.000,COMPUTER NETWORKS I,TR,07:00pm-08:15pm,110,90,20,0,0,0,0,0,0,Phillip Richardson Romig (P),08/22-12/16,GC PET,UG_Req,2022,Fall
NR,80807,CSCI,475,A,C,3.000,INFORMATION SECURITY AND PRIVACY,MW,10:00am-10:50am,110,107,3,0,0,0,0,0,0,Phillip Richardson Romig (P),08/22-12/16,GC PET,UG_Req,2022,Fall
C,82130,CSCI,475,LA,C,0.000,INFORMATION SECURITY AND PRIVACY,F,12:00pm-12:50pm,60,60,0,0,0,0,0,0,0,Phillip Richardson Romig (P),08/22-12/16,MZ 022,UG_Req,2022,Fall
NR,82131,CSCI,475,LB,C,0.000,INFORMATION SECURITY AND PRIVACY,F,01:00pm-01:50pm,60,47,13,0,0,0,0,0,0,Phillip Richardson Romig (P),08/22-12/16,MZ 026,UG_Req,2022,Fall
NR,81785,CSCI,478,A,C,3.000,INTRODUCTION TO BIOINFORMATICS,TR,08:00am-09:15am,34,30,4,0,0,0,72,69,3,Tolga Can (P) ,08/22-12/16,MZ 226,No_Special_Notes,2022,Fall
NR,82206,CSCI,128,A,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,12:00pm-12:50pm,63,59,4,0,0,0,0,0,0,"Christine Liebe (P), Robert Haven Thompson",08/21-12/15,BB W210,No_Special_Notes,2023,Fall
C,82207,CSCI,128,B,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,12:00pm-12:50pm,72,72,0,0,0,0,0,0,0,"Victoria Laine Messmore (P), Robert Haven Thompson",08/21-12/15,MZ 326,No_Special_Notes,2023,Fall
NR,82220,CSCI,128,C,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,12:00pm-12:50pm,86,85,1,0,0,0,0,0,0,"Drew Robert Cornmesser (P), Robert Haven Thompson",08/21-12/15,BB W250,No_Special_Notes,2023,Fall
NR,82208,CSCI,128,D,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,01:00pm-01:50pm,72,65,7,0,0,0,0,0,0,"Victoria Laine Messmore (P), Robert Haven Thompson",08/21-12/15,MZ 326,No_Special_Notes,2023,Fall
NR,82209,CSCI,128,E,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,01:00pm-01:50pm,63,59,4,0,0,0,0,0,0,"Christine Liebe (P), Robert Haven Thompson",08/21-12/15,BB W210,No_Special_Notes,2023,Fall
NR,82221,CSCI,128,F,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,01:00pm-01:50pm,85,82,3,0,0,0,0,0,0,"Katherine Anna Aubert (P), Robert Haven Thompson",08/21-12/15,CK 130,No_Special_Notes,2023,Fall
NR,82210,CSCI,128,G,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,02:00pm-02:50pm,72,68,4,0,0,0,0,0,0,Robert Haven Thompson (P),08/21-12/15,MZ 326,No_Special_Notes,2023,Fall
NR,82211,CSCI,128,H,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,02:00pm-02:50pm,63,60,3,0,0,0,0,0,0,"Eric William Roels (P), Robert Haven Thompson",08/21-12/15,CO 219,No_Special_Notes,2023,Fall
NR,82212,CSCI,128,I,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,03:00pm-03:50pm,72,65,7,0,0,0,0,0,0,Robert Haven Thompson (P),08/21-12/15,MZ 326,No_Special_Notes,2023,Fall
NR,82213,CSCI,128,J,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,03:00pm-03:50pm,60,55,5,0,0,0,0,0,0,"Jaren R Peckham (P), Robert Haven Thompson",08/21-12/15,MZ 022,No_Special_Notes,2023,Fall
NR,82214,CSCI,128,K,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,04:00pm-04:50pm,72,71,1,0,0,0,0,0,0,Robert Haven Thompson (P),08/21-12/15,MZ 326,No_Special_Notes,2023,Fall
NR,82215,CSCI,128,L,C,3.000,COMPUTER SCIENCE FOR STEM,MWF,04:00pm-04:50pm,85,74,11,35,0,35,0,0,0,"Umut Mete Saka (P), Robert Haven Thompson",08/21-12/15,GC PET,No_Special_Notes,2023,Fall
NR,82351,CSCI,195,A,C,1.000,CS@MINES BRIDGE SEMINAR COURSE,T,02:00pm-02:50pm,20,11,9,10,0,10,0,0,0,"Kelsie Lynne Diaz (P), Wendy Denise Fisher",08/21-12/15,LB 121,No_Special_Notes,2023,Fall
NR,82287,CSCI,200,A,C,3.000,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,08:00am-08:50am,60,59,1,25,0,25,0,0,0,"Clark Scholten (P), Jeffrey R Paone",08/21-12/15,MZ 026,No_Special_Notes,2023,Fall
C,81699,CSCI,200,B,C,3.000,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,09:00am-09:50am,60,60,0,25,0,25,0,0,0,"Clark Scholten (P), Jeffrey R Paone",08/21-12/15,MZ 026,No_Special_Notes,2023,Fall
C,81700,CSCI,200,C,C,3.000,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,10:00am-10:50am,60,60,0,25,0,25,0,0,0,Jeffrey R Paone (P),08/21-12/15,MZ 026,No_Special_Notes,2023,Fall
NR,81701,CSCI,200,D,C,3.000,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,11:00am-11:50am,60,58,2,25,0,25,0,0,0,Jeffrey R Paone (P),08/21-12/15,MZ 026,No_Special_Notes,2023,Fall
NR,81702,CSCI,200,E,C,3.000,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,12:00pm-12:50pm,60,59,1,25,0,25,0,0,0,"Clark Scholten (P), Jeffrey R Paone",08/21-12/15,MZ 026,No_Special_Notes,2023,Fall
C,82566,CSCI,200,F,C,3.000,FOUNDATIONAL PROGRAMMING CONCEPTS & DESIGN,MWF,09:00am-09:50am,65,68,-3,25,0,25,0,0,0,"Zibo Wang (P), Jeffrey R Paone",08/21-12/15,CK 130,No_Special_Notes,2023,Fall
NR,81813,CSCI,220,A,C,3.000,DATA STRUCTURES AND ALGORITHMS,MWF,11:00am-11:50am,120,119,1,25,0,25,0,0,0,"Christopher Robert Painter- Wakefield (P), Colter Henry Snyder",08/21-12/15,GC PET,No_Special_Notes,2023,Fall
NR,81814,CSCI,220,B,C,3.000,DATA STRUCTURES AND ALGORITHMS,MWF,02:00pm-02:50pm,120,116,4,25,0,25,0,0,0,"Christopher Robert Painter- Wakefield (P), Keith E Hellman",08/21-12/15,GC PET,No_Special_Notes,2023,Fall
C,81599,CSCI,250,A,C,3.000,PYTHON-BASED COMPUTING: BUILDING A SENSOR SYSTEM,MWF,11:00am-11:50am,32,33,-1,0,0,0,0,0,0,Paul Constantin Sava (P),08/21-12/15,GC 228,UG_Req,2023,Fall
NR,81637,CSCI,250,C,C,3.000,PYTHON-BASED COMPUTING: BUILDING A SENSOR SYSTEM,MWF,11:00am-11:50am,32,31,1,0,0,0,0,0,0,Paul Constantin Sava (P),08/21-12/15,GC 228,UG_Req,2023,Fall
NR,80266,CSCI,274,A,C,1.000,INTRODUCTION TO THE LINUX OPERATING SYSTEM,W,02:00pm-02:50pm,60,58,2,25,0,25,0,0,0,,MZ 022,UG_Req,,2023,Fall
NR,80774,CSCI,274,B,C,1.000,INTRODUCTION TO THE LINUX OPERATING SYSTEM,W,03:00pm-03:50pm,95,92,3,25,0,25,0,0,0,,CK 130,UG_Req,,2023,Fall
C,80862,CSCI,274,C,C,1.000,INTRODUCTION TO THE LINUX OPERATING SYSTEM,F,12:00pm-12:50pm,60,60,0,25,0,25,0,0,0,,MZ 022,UG_Req,,2023,Fall
NR,82269,CSCI,290,A,C,1.000,PROGRAMMING,CHALLENGES I,R03:30pm-04:20,pm,35,28,7,25,0,25,60,31,"29 Lucas Henke (P), Wendy Denise Fisher , Jeffrey R Paone",08/21-12/15,MZ 108,No_Special_Notes,2023,Fall
NR,80863,CSCI,303,A,C,3.000,INTRODUCTION TO DATA SCIENCE,TR,08:00am-09:15am,50,23,27,25,0,25,70,43,27,"Morgan Dallas Cox (P), Wendy Denise Fisher",08/21-12/15,HH 202,UG_Req,2023,Fall
NR,81897,CSCI,303,B,C,3.000,INTRODUCTION TO DATA SCIENCE,TR,03:30pm-04:45pm,50,37,13,25,0,25,70,56,14,"Arthur Astacus Harris (P), Morgan Dallas Cox, Wendy Denise Fisher",08/21-12/15,AH 340,UG_Req,2023,Fall
C,81414,CSCI,303,OL,O,3.000,INTRODUCTION TO DATA SCIENCE,AAA,00:00zm-00:00zm,44,44,0,15,0,15,66,63,3,"Morgan Dallas Cox (P), Wendy Denise Fisher",08/21-10/16,ONLINE,UG_Req,2023,Fall
C,80100,CSCI,306,A,C,3.000,SOFTWARE ENGINEERING,TR,11:00am-12:15pm,60,60,0,25,0,25,0,0,0,Kathleen Marie Kelly (P),08/21-12/15,MZ 022,UG_Req,2023,Fall
NR,81724,CSCI,306,B,C,3.000,SOFTWARE ENGINEERING,TR,12:30pm-01:45pm,60,52,8,25,0,25,0,0,0,Kathleen Marie Kelly (P),08/21-12/15,MZ 022,UG_Req,2023,Fall
NR,80728,CSCI,306,C,C,3.000,SOFTWARE ENGINEERING,TR,02:00pm-03:15pm,60,49,11,25,0,25,0,0,0,Kathleen Marie Kelly (P),08/21-12/15,MZ 022,UG_Req,2023,Fall
C,80864,CSCI,341,A,C,3.000,COMPUTER ORGANIZATION,TR,12:30pm-01:45pm,90,90,0,25,0,25,0,0,0,Bo Wu (P),08/21-12/15,GC PET,UG_Req,2023,Fall
NR,80103,CSCI,341,B,C,3.000,COMPUTER ORGANIZATION,MW,04:30pm-05:45pm,63,59,4,25,0,25,0,0,0,Kelsey Rae Fulton (P),08/21-12/15,BB W210,UG_Req,2023,Fall
NR,80619,CSCI,358,A,C,3.000,DISCRETE MATHEMATICS,TR,09:30am-10:45am,95,92,3,0,0,0,0,0,0,Dejun Yang (P),08/21-12/15,GC MET,UG_Req,2023,Fall
C,81162,CSCI,358,B,C,3.000,DISCRETE MATHEMATICS,MWF,09:00am-09:50am,102,102,0,0,0,0,0,0,0,Terry Joe Bridgman (P),08/21-12/15,BB W280,UG_Req,2023,Fall
C,81163,CSCI,370,A,C,5.000,ADVANCED SOFTWARE ENGINEERING,TR,09:30am-12:15pm,120,126,-6,0,0,0,0,0,0,"Kathleen Marie Kelly (P), Ruth Iris Bahar, Donna Marie Bodeau, Lorenzo Joseph Gallegos, Jonathan David Lindemann- Michael, Christopher Robert Painter- Wakefield, Chloe Ross, Bo Wu",08/21-12/15,GC PET,UG_Req,2023,Fall
NR,81726,CSCI,390,A,C,1.000,PROGRAMMING CHALLENGES II,R,03:30pm-04:20pm,15,1,14,25,0,25,60,31,29,"Lucas Henke (P), Wendy Denise Fisher , Jeffrey R Paone",08/21-12/15,MZ 108,No_Special_Notes,2023,Fall
NR,81525,CSCI,395,A,C,1.000,INDUSTRY EXPLORATION II,W,03:00pm-05:59pm,20,9,11,10,0,10,0,0,0,"Justyna Glode (P), Wendy Denise Fisher",08/21-12/15,MZ 108,No_Special_Notes,2023,Fall
NR,82419,CSCI,398A B,C,1.000,SP TPS: PATH TO GRAD SCHOOL,W,10:00,am-10:50am25,20,5,10,0,10,0,0,0,Kelsie Lynne,Diaz (P),08/21-12/15,MZ 108,No_Special_Notes,2023,Fall
C,80104,CSCI,400,A,C,3.000,PRINCIPLES OF PROGRAMMING LANGUAGES,TR,02:00pm-03:15pm,94,95,-1,25,0,25,0,0,0,Tolga Can (P) ,08/21-12/15,GC PET,UG_Req,2023,Fall
NR,81334,CSCI,400,B,C,3.000,PRINCIPLES OF PROGRAMMING LANGUAGES,TR,03:30pm-04:45pm,90,81,9,25,0,25,0,0,0,"Gregory L Davoll (P), Tolga Can",08/21-12/15,GC PET,UG_Req,2023,Fall
NR,80677,CSCI,403,A,C,3.000,DATA BASE MANAGEMENT,MWF,09:00am-09:50am,75,59,16,25,0,25,0,0,0,Gabriel Tomas Fierro (P),08/21-12/15,MZ 126,UG_Req,2023,Fall
NR,81164,CSCI,403,B,C,3.000,DATA BASE MANAGEMENT,MWF,10:00am-10:50am,75,74,1,25,0,25,0,0,0,"Hayden O Cooreman (P), Gabriel Tomas Fierro",08/21-12/15,BB W250,UG_Req,2023,Fall
NR,80198,CSCI,406,A,C,3.000,ALGORITHMS,MWF,12:00pm-12:50pm,166,164,2,15,0,15,0,0,0,"Dinesh Prakash Mehta (P), Jonathan Sumner Van Evans",08/21-12/15,GC MET,UG_Req,2023,Fall
NR,80754,CSCI,423,A,C,3.000,COMPUTER SIMULATION,TR,12:30pm-01:45pm,60,53,7,25,0,25,0,0,0,Keith E Hellman (P),08/21-12/15,MZ 108,No_Special_Notes,2023,Fall
NR,80877,CSCI,437,A,C,3.000,INTRODUCTION TO COMPUTER VISION,MWF,04:00pm-04:50pm,35,28,7,25,0,25,110,74,36,"Hisham Sager (P), Kaveh Fathian",08/21-12/15,CK 130,UG_Req,2023,Fall
NR,80709,CSCI,441,A,C,3.000,COMPUTER GRAPHICS,MWF,01:00pm-01:50pm,60,47,13,25,0,25,0,0,0,Jeffrey R Paone (P),08/21-12/15,AH 330/MZ 022,No_Special_Notes,2023,Fall
NR,81335,CSCI,442,A,C,3.000,OPERATING SYSTEMS,TR,08:00am-09:15am,70,32,38,25,0,25,0,0,0,"Jesus Nunez (P), Mehmet Esat Belviranli",08/21-12/15,GC PET,UG_Req,2023,Fall
NR,80105,CSCI,442,B,C,3.000,OPERATING SYSTEMS,TR,12:30pm-01:45pm,110,99,11,25,0,25,0,0,0,Mehmet Esat Belviranli (P),08/21-12/15,BB W280,UG_Req,2023,Fall
NR,81165,CSCI,445,A,C,3.000,WEB PROGRAMMING,TR,03:30pm-04:45pm,60,57,3,25,0,25,0,0,0,"Eric Lawrence Dattore (P), Wendy Denise Fisher",08/21-12/15,MZ 226,No_Special_Notes,2023,Fall
NR,82201,CSCI,455,A,C,3.000,GAME THEORY AND NETWORKS,TR,02:00pm-03:15pm,25,24,1,25,0,25,70,67,3,Dejun Yang (P),08/21-12/15,BE 108,No_Special_Notes,2023,Fall
C,80865,CSCI,470,A,C,3.000,INTRODUCTION TO MACHINE LEARNING,TR,11:00am-12:15pm,59,59,0,0,0,0,72,72,0,Zibo Wang (P),08/21-12/15,CO 219,UG_Req,2023,Fall
C,81117,CSCI,470,B,C,3.000,INTRODUCTION TO MACHINE LEARNING,TR,02:00pm-03:15pm,63,63,0,0,0,0,72,72,0,Zibo Wang (P),08/21-12/15,MZ 226,UG_Req,2023,Fall
C,81481,CSCI,470,OL,O,3.000,INTRODUCTION TO MACHINE LEARNING,AAA,00:00zm-00:00zm,45,45,0,0,0,0,60,53,7,Zibo Wang (P),10/18-12/13,ONLINE ,UG_Req,2023,Fall
NR,80678,CSCI,471,A,C,3.000,COMPUTER NETWORKS I,MWF,03:00pm-03:50pm,120,100,20,25,0,25,0,0,0,Phillip Richardson Romig (P),08/21-12/15,GC MET,UG_Req,2023,Fall
NR,80755,CSCI,475,A,C,3.000,INFORMATION SECURITY AND PRIVACY,MW,10:00am-10:50am,90,89,1,25,0,25,0,0,0,Phillip Richardson Romig (P),08/21-12/15,GC PET,UG_Req,2023,Fall
NR,82507,CSCI,475,B,C,3.000,INFORMATION SECURITY AND PRIVACY,MW,10:00am-10:50am,45,36,9,25,0,25,0,0,0,Guannan Liu (P),08/21-12/15,AH 140,UG_Req,2023,Fall
C,81704,CSCI,475,LA,C,0.000,INFORMATION SECURITY AND PRIVACY,F,10:00am-10:50am,60,60,0,25,0,25,0,0,0,Phillip Richardson Romig (P),08/21-12/15,MZ 022,UG_Req,2023,Fall
NR,81705,CSCI,475,LB,C,0.000,INFORMATION SECURITY AND PRIVACY,F,01:00pm-01:50pm,60,37,23,25,0,25,0,0,0,Guannan Liu (P),08/21-12/15,MZ 026,UG_Req,2023,Fall
